"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"25.12","840","215576","1","06","1","1","123","5","0"
"529.50","840","765218","6","06","1","1","132","1","0"
"26.48","840","551780","5","00","1","1","128","-7","0"
"52.95","840","107512","5","11","1","1","128","-7","0"
"21.18","840","051780","5","21","1","1","123","-7","0"
"529.50","840","593095","7","19","1","1","132","13","0"
"106.58","840","243355","6","02","1","1","131","1","0"
"52.95","840","287495","7","04","1","1","128","-7","0"
"105.90","840","551780","2","04","1","1","132","7","0"
"21.30","840","432542","4","03","1","1","129","5","0"
"35.12","840","241854","5","09","1","1","132","18","0"
"4.82","616","377545","7","18","0","0","","","0"
"53.16","422","554632","6","01","0","1","128","-7","0"
"307.69","124","055249","6","02","1","1","133","10","0"
"31.77","840","051780","6","01","1","1","128","-7","0"
"200.68","840","551780","7","16","1","1","119","-6","0"
"25.12","643","380354","2","14","0","1","122","6","0"
"52.95","840","432542","1","01","1","1","132","2","0"
"52.95","840","965461","1","15","1","1","131","6","0"
"31.77","840","551780","7","10","1","1","119","-6","0"
"20.00","840","551780","2","13","1","1","128","-7","0"
"21.18","840","572517","6","03","1","1","128","-7","0"
"159.53","840","492854","7","03","1","1","132","6","0"
"106.58","840","551473","6","08","1","1","129","7","0"
"100.00","840","551080","4","03","1","1","133","19","0"
"21.12","840","051475","6","01","1","1","130","2","0"
"26.48","840","150345","6","21","1","1","121","-5","0"
"37.07","840","551080","7","22","1","1","128","-7","0"
"26.48","840","052173","3","05","1","1","133","2","0"
"25.12","840","110853","4","04","1","1","128","-7","0"
"200.68","840","243355","3","01","1","1","131","1","0"
"26.60","840","551080","5","22","1","1","137","-32","1"
"529.50","840","865524","6","22","1","1","131","17","0"
"106.58","840","553487","2","21","1","1","128","-7","0"
"100.09","840","551780","6","18","1","1","128","-7","0"
"105.90","840","551780","2","19","1","1","128","-7","0"
"26.48","840","465175","6","21","1","1","128","-7","0"
"106.58","840","239355","5","17","0","0","135","14","0"
"200.00","840","551080","5","08","1","1","128","-7","0"
"26.48","840","621354","3","05","1","1","128","-7","1"
"25.00","840","172795","2","05","1","1","119","-6","0"
"26.48","840","552751","3","09","1","1","131","16","0"
"19.23","124","565457","4","19","1","1","134","11","0"
"50.00","840","165466","6","19","1","1","123","5","0"
"21.18","840","572517","5","12","1","1","128","-7","0"
"106.58","840","051475","5","09","1","1","133","2","0"
"50.00","840","051223","7","06","1","1","127","-33","0"
"26.48","840","965461","4","14","1","1","128","14","0"
"26.48","840","465175","4","07","1","1","129","3","0"
"8.27","76","132520","3","04","1","1","59","38","0"
"26.48","840","595854","4","03","1","1","128","-7","0"
"2.41","276","215234","1","20","0","1","60","38","0"
"250.68","840","551080","5","02","1","1","133","19","0"
"12.75","276","222523","6","03","0","1","123","5","0"
"60.00","840","551780","2","20","1","1","128","-7","0"
"20.12","840","572517","7","03","1","1","128","-7","0"
"25.00","840","551780","6","08","1","1","128","-7","0"
"61.42","840","915262","5","08","1","1","133","-1","0"
"20.00","840","065311","3","23","1","1","128","-7","0"
"26.60","840","053126","2","03","1","1","128","-7","0"
"20.57","840","165413","2","23","1","1","123","-22","0"
"21.00","840","165413","4","23","0","0","141","96","0"
"26.48","840","551780","6","19","1","1","124","-28","0"
"100.00","840","551780","3","16","1","1","128","-7","0"
"106.58","840","282520","7","20","1","1","128","-7","0"
"370.65","840","865524","5","16","1","1","128","-7","0"
"52.95","840","551984","6","20","1","1","128","-7","0"
"26.60","840","554038","3","05","1","1","123","-28","0"
"26.48","840","653354","1","00","1","1","128","-7","0"
"26.48","840","147595","3","23","1","1","128","-7","0"
"21.18","840","551080","5","23","1","1","128","-7","0"
"30.12","76","051559","6","14","1","1","66","43","0"
"1059.00","840","290995","6","20","1","1","128","-7","0"
"200.68","840","165466","6","09","1","1","128","-7","0"
"29.65","840","065311","5","11","1","1","122","-7","0"
"26.48","840","551780","4","21","1","1","128","-7","0"
"26.60","840","465175","2","03","1","1","132","6","0"
"53.16","840","551780","3","18","1","1","128","-7","0"
"26.48","840","865524","1","22","1","1","128","-7","0"
"100.00","840","551780","1","20","1","1","127","-32","0"
"26.48","840","051223","4","05","1","1","124","0","0"
"25.42","840","215576","1","00","1","1","128","-7","0"
"212.48","840","551780","2","15","1","1","129","-15","0"
"25.12","840","553487","5","01","1","1","128","-7","0"
"40.00","840","551780","1","02","1","1","132","6","0"
"53.16","840","465175","4","22","1","1","128","-7","0"
"212.48","840","241854","5","23","1","1","128","-7","0"
"21.30","840","147595","3","19","1","1","128","-7","0"
"20.00","840","737520","3","01","1","1","120","-6","0"
"25.00","840","465175","7","10","1","1","132","5","0"
"159.53","840","551780","7","14","1","1","128","-7","0"
"105.90","840","165466","5","00","1","1","128","-7","0"
"26.48","840","377514","7","08","1","1","132","6","0"
"263.31","840","243355","5","17","1","1","118","9","0"
"530.47","840","465175","6","06","1","1","131","6","0"
"1059.00","840","555884","7","20","1","1","124","-28","0"
"105.90","840","115378","6","20","1","1","128","-7","0"
"53.16","840","572517","3","01","1","1","128","-7","0"
"353.00","840","278545","6","19","1","1","130","-22","0"
"21.18","840","522527","4","07","1","1","128","-7","0"
"52.95","840","054917","5","08","1","1","128","-7","0"
"37.07","840","551780","5","06","1","1","131","-6","0"
"21.30","840","615113","4","14","1","1","126","7","0"
"25.12","840","551780","2","23","1","1","131","6","0"
"318.51","840","051780","7","00","1","1","134","-4","0"
"134.25","840","714851","6","09","1","1","128","-7","0"
"318.51","840","051733","5","17","1","1","128","-7","0"
"317.70","840","133352","3","00","0","0","135","14","1"
"100.00","840","551780","4","16","1","1","122","-1","0"
"529.50","840","322552","3","07","1","1","128","-7","1"
"1059.00","840","243355","5","22","1","1","131","17","1"
"106.58","840","551780","7","20","1","1","136","-23","0"
"21.18","840","241854","3","18","1","1","128","-7","0"
"144.68","840","054654","3","15","1","1","132","6","0"
"105.90","840","368095","5","18","1","1","117","7","0"
"25.12","840","052752","1","02","1","1","131","2","0"
"20.00","840","715112","5","16","1","1","131","-2","0"
"105.90","840","115445","3","11","1","1","128","-7","0"
"21.18","840","977545","7","22","1","1","128","-7","0"
"79.43","840","403245","4","22","1","1","128","-7","0"
"20.00","840","055992","3","08","1","1","133","6","0"
"25.00","840","054551","3","02","1","1","121","0","0"
"25.00","840","552751","3","08","1","1","128","-7","0"
"26.48","840","551780","3","05","1","1","128","-7","0"
"36.98","840","555191","7","06","1","1","123","-28","0"
"25.12","840","055992","1","08","1","1","133","5","0"
"2.36","76","054282","7","21","1","1","86","48","0"
"100.54","840","275195","2","21","1","1","128","-7","0"
"25.12","840","172795","6","09","1","1","128","-7","0"
"26.48","840","243355","5","01","1","1","128","-7","0"
"75.19","840","815855","3","04","1","1","128","-7","0"
"53.16","840","162895","4","23","1","1","128","-7","0"
"85.26","840","377514","5","05","1","1","128","-7","0"
"423.60","840","551995","5","06","1","1","129","-15","0"
"26.48","840","915200","6","22","1","1","128","-7","0"
"52.95","840","812514","1","05","1","1","128","-7","0"
"50.00","840","215109","3","21","1","1","131","18","0"
"1001.53","840","241854","2","02","1","1","124","-29","1"
"21.18","840","051988","3","05","1","1","134","20","0"
"25.00","840","552751","5","02","1","1","128","-7","0"
"211.80","840","551780","5","03","1","1","132","18","0"
"106.58","840","241854","7","21","1","1","128","-7","0"
"25.00","840","551780","2","05","1","1","128","-7","0"
"53.16","840","053126","1","00","1","1","128","-7","0"
"100.00","840","551780","4","17","1","1","130","1","0"
"317.70","840","241854","4","00","1","1","116","9","0"
"212.48","840","051223","4","02","1","1","132","5","0"
"26.48","840","551780","1","21","1","1","124","5","0"
"20.12","840","377514","5","00","1","1","130","10","0"
"106.58","840","365594","2","13","1","1","128","-7","0"
"25.00","840","551080","2","12","1","1","128","-7","0"
"21.83","840","907553","6","06","1","1","132","6","0"
"2.69","276","215234","3","17","0","0","","","0"
"25.12","840","992512","2","07","1","1","132","19","0"
"106.58","840","554664","5","03","1","1","126","13","0"
"105.90","840","551780","6","05","1","1","129","6","0"
"21.18","840","551780","7","08","1","1","128","-7","0"
"159.53","840","551780","4","03","1","1","128","-7","0"
"300.00","840","551780","6","21","1","1","119","-6","0"
"105.90","840","551780","4","00","1","1","123","-27","0"
"31.00","840","551780","4","03","1","1","124","-3","0"
"26.48","840","168355","6","21","1","1","128","-7","0"
"21.30","840","767530","6","03","1","1","116","-9","0"
"26.48","840","565463","6","18","1","1","123","-23","0"
"21.30","840","432542","3","06","1","1","128","-7","0"
"105.90","840","551780","7","00","1","1","128","5","0"
"264.75","840","241854","6","03","1","1","132","18","0"
"53.16","840","551780","5","07","1","1","128","-7","0"
"15.59","840","165413","7","00","1","1","132","7","0"
"52.95","840","465175","3","04","1","1","125","-16","0"
"21.30","840","522527","6","06","1","1","128","-5","0"
"211.80","840","051223","6","21","1","1","130","16","0"
"211.80","840","465175","6","09","1","1","130","8","0"
"52.95","840","551780","6","11","1","1","128","-7","0"
"26.48","840","615312","6","03","1","1","128","-7","0"
"43.42","840","915262","2","02","1","1","128","-7","0"
"127.76","840","567851","6","02","1","1","125","12","0"
"26.48","840","551780","6","23","1","1","128","-7","0"
"105.90","840","403245","5","15","1","1","137","-33","0"
"52.95","840","241854","3","20","1","1","131","18","0"
"106.58","840","911354","7","22","1","1","123","5","0"
"25.00","840","815855","1","11","1","1","132","7","0"
"20.00","840","551080","4","02","1","1","128","-7","0"
"211.80","840","765156","4","20","1","1","127","-33","0"
"14.75","840","290995","1","16","1","1","133","-2","0"
"211.80","840","551080","2","05","1","1","120","-2","0"
"50.00","840","552750","7","04","1","1","128","-7","0"
"53.16","840","403245","6","20","1","1","128","-7","0"
"21.18","840","552751","4","22","1","1","128","-7","0"
"21.30","840","377514","2","08","1","1","133","1","0"
"21.18","840","551474","7","23","1","1","120","-2","0"
"4.86","276","215234","6","03","0","1","73","40","0"
"318.51","840","241854","6","18","1","1","128","-7","0"
"21.18","840","572517","1","02","1","1","126","13","0"
"26.48","840","147595","1","06","1","1","127","12","0"
"18.75","702","972512","3","21","1","1","91","193","0"
"500.00","840","821351","4","02","1","1","128","-7","0"
"26.48","840","042548","5","01","1","1","130","16","0"
"25.00","840","551080","7","03","1","1","134","-2","0"
"26.48","840","551780","7","20","1","1","122","-7","0"
"23.03","840","815230","3","01","1","1","123","-28","0"
"53.16","840","282853","5","19","1","1","128","-7","0"
"21.12","840","551780","4","00","1","1","135","-4","0"
"26.60","840","065121","3","06","1","1","128","-7","0"
"53.16","840","551780","7","04","1","1","124","-8","0"
"26.48","840","551780","7","06","1","1","128","-7","0"
"106.58","840","053126","5","01","1","1","128","-7","0"
"105.90","840","962558","4","02","1","1","128","-7","0"
"26.48","840","551780","1","05","1","1","128","-7","0"
"52.95","840","165146","7","00","1","1","128","-7","0"
"150.68","840","915288","4","05","1","1","123","5","0"
"53.16","840","552751","3","11","1","1","122","-8","0"
"105.90","840","897510","4","03","1","1","124","-14","0"
"48.83","840","377514","7","03","1","1","128","-7","0"
"52.95","840","665243","7","02","1","1","128","-7","0"
"106.58","840","551780","6","03","1","1","129","4","0"
"21.18","840","312595","7","08","1","1","126","3","0"
"50.12","840","551780","7","06","1","1","128","-7","0"
"53.16","840","317511","6","22","1","1","128","-7","0"
"100.00","840","244855","6","19","1","1","129","-1","0"
"21.18","840","215576","1","19","1","1","128","-7","0"
"21.18","840","262195","6","21","1","1","128","-7","0"
"53.16","840","317511","4","01","1","1","128","-7","0"
"250.00","840","362514","4","16","1","1","123","5","0"
"21.30","840","551780","7","01","1","1","128","-7","0"
"34.95","840","915517","5","01","1","1","128","-7","0"
"16.34","840","165413","2","01","1","1","130","16","0"
"105.90","840","105695","3","22","1","1","128","-7","0"
"20.00","840","552750","2","04","1","1","130","1","0"
"55.07","840","565463","3","02","1","1","128","-7","0"
"307.11","840","465175","5","01","1","1","131","9","0"
"26.48","840","552751","6","04","1","1","116","-9","0"
"68.84","840","815536","7","17","1","1","132","5","0"
"529.50","840","127851","5","02","1","1","132","7","0"
"21.18","840","551780","1","22","1","1","127","-31","0"
"370.65","840","322552","5","06","1","1","117","7","0"
"52.95","840","227526","7","19","1","1","128","-7","0"
"530.47","840","765156","7","16","1","1","128","-7","0"
"158.85","840","147595","6","00","1","1","119","-1","0"
"317.70","840","243355","4","14","1","1","128","-32","0"
"31.77","840","551080","3","20","1","1","128","-7","0"
"37.07","840","243355","6","19","1","1","128","-7","0"
"26.60","840","143195","7","19","1","1","132","18","0"
"21.18","840","147595","6","11","1","1","130","16","0"
"20.12","840","552751","2","06","1","1","128","-7","0"
"12.04","76","707512","5","20","1","1","71","49","0"
"26.48","840","243355","3","06","1","1","123","4","0"
"7.34","76","815350","3","16","1","1","86","29","0"
"105.90","840","555761","5","21","1","1","128","-7","0"
"26.00","840","052173","6","08","1","1","133","1","0"
"120.20","840","403245","4","01","1","1","127","-33","0"
"26.48","840","051223","6","10","1","1","127","-33","0"
"26.48","840","432542","5","03","1","1","128","-7","0"
"52.95","840","755355","6","19","1","1","133","19","0"
"26.48","840","927544","6","11","1","1","123","-23","0"
"26.48","840","243355","4","19","1","1","132","7","0"
"530.47","840","262531","6","01","1","1","128","-7","0"
"54.82","840","159851","2","08","1","1","125","-5","0"
"26.60","840","241854","6","02","1","1","128","-7","0"
"30.00","840","552622","3","01","1","1","128","-7","0"
"530.47","840","241854","6","02","1","1","123","2","0"
"50.00","840","551080","4","06","1","1","129","-5","0"
"31.77","840","172795","2","20","1","1","128","-7","0"
"30.77","124","565457","6","22","1","1","134","10","0"
"42.36","840","227526","7","19","1","1","128","-7","0"
"148.26","840","551080","7","19","1","1","128","-7","0"
"37.04","76","059354","5","21","1","1","74","35","0"
"25.12","840","551780","4","15","1","1","128","-7","1"
"26.60","840","572517","7","20","1","1","124","-29","0"
"106.58","840","241854","6","02","1","1","128","-7","0"
"105.90","840","053126","7","16","1","1","128","-7","0"
"21.30","840","815514","7","03","1","1","131","13","0"
